item_id,pilar,tipo,texto,empresa_id,empresa_nome,setor,porte,regiao,maturidade_ia,cobertura,cobertura_score,roadmap,decisao,resposta,comentario
5.5,5,Expectativa,Camada compartilhada de memória e contexto corporativo,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Camada compartilhada de memória e contexto corporativo», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, controles OT Rockwell. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
5.6,5,Expectativa,Roteamento e abstração entre diferentes LLMs,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Roteamento e abstração entre diferentes LLMs», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, controles OT Rockwell. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
5.A1,5,Avançado,"Orquestração de agentes, subagentes e sistemas de terceiros",e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Orquestração de agentes, subagentes e sistemas de terceiros» (gap típico do posicionamento atual). No pilar, controles OT Rockwell. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
5.A2,5,Avançado,Transferência de tarefas e contexto entre agentes,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Transferência de tarefas e contexto entre agentes» (gap típico do posicionamento atual). No pilar, controles OT Rockwell. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
5.A3,5,Avançado,Memória persistente entre sessões,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Memória persistente entre sessões» (gap típico do posicionamento atual). No pilar, controles OT Rockwell. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
5.A4,5,Avançado,Otimização proativa dos fluxos de trabalho,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Otimização proativa dos fluxos de trabalho» (gap típico do posicionamento atual). No pilar, controles OT Rockwell. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
5.A5,5,Avançado,Roteamento dinâmico de modelos e gestão de cargas,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Roteamento dinâmico de modelos e gestão de cargas» (gap típico do posicionamento atual). No pilar, controles OT Rockwell. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
5.A6,5,Avançado,Redes dinâmicas de agentes conforme a necessidade,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Redes dinâmicas de agentes conforme a necessidade» (gap típico do posicionamento atual). No pilar, controles OT Rockwell. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.1,6,Expectativa,Plano de controle centralizado para agentes e aplicações,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Plano de controle centralizado para agentes e aplicações», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, footprint em discrete manufacturing. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.2,6,Expectativa,"Visibilidade sobre agentes, ferramentas, modelos e acessos",e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Visibilidade sobre agentes, ferramentas, modelos e acessos», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, footprint em discrete manufacturing. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.3,6,Expectativa,"Logs de auditoria, rastreabilidade e transparência",e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Logs de auditoria, rastreabilidade e transparência», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, footprint em discrete manufacturing. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.4,6,Expectativa,RBAC para pessoas e agentes,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «RBAC para pessoas e agentes», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, footprint em discrete manufacturing. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.5,6,Expectativa,Pontuação de confiança para resultados e fluxos agentic,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Pontuação de confiança para resultados e fluxos agentic», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, footprint em discrete manufacturing. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.6,6,Expectativa,Controle de custos (roteamento de modelos e gestão de contexto),e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Controle de custos (roteamento de modelos e gestão de contexto)», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, footprint em discrete manufacturing. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.A1,6,Avançado,Acompanhamento de ROI das aplicações de IA,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Acompanhamento de ROI das aplicações de IA» (gap típico do posicionamento atual). No pilar, footprint em discrete manufacturing. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.A2,6,Avançado,Regras comuns de governança para agentes internos e de terceiros,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Regras comuns de governança para agentes internos e de terceiros» (gap típico do posicionamento atual). No pilar, footprint em discrete manufacturing. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.A3,6,Avançado,"Controle granular por usuário, agente, aplicação e ambiente",e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Controle granular por usuário, agente, aplicação e ambiente» (gap típico do posicionamento atual). No pilar, footprint em discrete manufacturing. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.A4,6,Avançado,Monitoramento contínuo dos fluxos dos agentes,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Monitoramento contínuo dos fluxos dos agentes» (gap típico do posicionamento atual). No pilar, footprint em discrete manufacturing. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.A5,6,Avançado,"Descoberta, identificação, pesquisa e catalogação de agentes",e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Descoberta, identificação, pesquisa e catalogação de agentes» (gap típico do posicionamento atual). No pilar, footprint em discrete manufacturing. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.A6,6,Avançado,"Registro de endpoints, ferramentas, modelos, dados e permissões",e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Registro de endpoints, ferramentas, modelos, dados e permissões» (gap típico do posicionamento atual). No pilar, footprint em discrete manufacturing. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
6.A7,6,Avançado,Gestão centralizada do ciclo de vida e da frota de agentes,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Gestão centralizada do ciclo de vida e da frota de agentes» (gap típico do posicionamento atual). No pilar, footprint em discrete manufacturing. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
7.1,7,Expectativa,Marketplace de agentes e componentes pré-construídos,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Marketplace de agentes e componentes pré-construídos». No pilar, MES/automação Rockwell fortes; agentes ainda não são o core. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
7.2,7,Expectativa,Integração nativa de aplicações de terceiros,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Integração nativa de aplicações de terceiros». No pilar, MES/automação Rockwell fortes; agentes ainda não são o core. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
7.3,7,Expectativa,"Arquitetura para entrega, implantação e sustentação",e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Arquitetura para entrega, implantação e sustentação». No pilar, MES/automação Rockwell fortes; agentes ainda não são o core. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
7.4,7,Expectativa,"Suporte de especialistas, arquitetos e equipes de implantação",e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Suporte de especialistas, arquitetos e equipes de implantação». No pilar, MES/automação Rockwell fortes; agentes ainda não são o core. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
7.5,7,Expectativa,Componentes reutilizáveis para acelerar casos de uso,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Componentes reutilizáveis para acelerar casos de uso». No pilar, MES/automação Rockwell fortes; agentes ainda não são o core. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
7.A1,7,Avançado,Fluxos específicos por indústria e processo,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Fluxos específicos por indústria e processo». No pilar, MES/automação Rockwell fortes; agentes ainda não são o core. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
7.A2,7,Avançado,Aplicações replicáveis com arquiteturas otimizadas,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Aplicações replicáveis com arquiteturas otimizadas». No pilar, MES/automação Rockwell fortes; agentes ainda não são o core. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
7.A3,7,Avançado,Skills pré-construídas incorporáveis aos agentes,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Skills pré-construídas incorporáveis aos agentes», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, MES/automação Rockwell fortes; agentes ainda não são o core. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
7.A4,7,Avançado,Modelos especializados/ajustados por domínio,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Modelos especializados/ajustados por domínio», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, MES/automação Rockwell fortes; agentes ainda não são o core. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
7.A5,7,Avançado,"Serviços para manutenção, qualidade, produção, energia, logística, segurança",e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Serviços para manutenção, qualidade, produção, energia, logística, segurança», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, MES/automação Rockwell fortes; agentes ainda não são o core. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com Rockwell FactoryTalk + AI. Avaliação heurística com base em materiais públicos — validar em POC."
S.1,sintese,Inventario,Quais agentes existem?,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.rockwellautomation.com/,Rockwell FactoryTalk + AI: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: automação/MES Rockwell com camada AI em expansão. Fonte pública: https://www.rockwellautomation.com/
S.2,sintese,Inventario,Onde estão sendo executados?,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.rockwellautomation.com/,Rockwell FactoryTalk + AI: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: automação/MES Rockwell com camada AI em expansão. Fonte pública: https://www.rockwellautomation.com/
S.3,sintese,Inventario,Quem é responsável por cada agente?,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.rockwellautomation.com/,Rockwell FactoryTalk + AI: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: automação/MES Rockwell com camada AI em expansão. Fonte pública: https://www.rockwellautomation.com/
S.4,sintese,Inventario,"Quais dados, APIs e ferramentas podem acessar?",e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.rockwellautomation.com/,Rockwell FactoryTalk + AI: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: automação/MES Rockwell com camada AI em expansão. Fonte pública: https://www.rockwellautomation.com/
S.5,sintese,Inventario,Quais modelos utilizam?,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.rockwellautomation.com/,Rockwell FactoryTalk + AI: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: automação/MES Rockwell com camada AI em expansão. Fonte pública: https://www.rockwellautomation.com/
S.6,sintese,Inventario,Como estão performando?,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.rockwellautomation.com/,Rockwell FactoryTalk + AI: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: automação/MES Rockwell com camada AI em expansão. Fonte pública: https://www.rockwellautomation.com/
S.7,sintese,Inventario,Quanto estão custando?,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.rockwellautomation.com/,Rockwell FactoryTalk + AI: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: automação/MES Rockwell com camada AI em expansão. Fonte pública: https://www.rockwellautomation.com/
S.8,sintese,Inventario,Quais riscos apresentam?,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.rockwellautomation.com/,Rockwell FactoryTalk + AI: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: automação/MES Rockwell com camada AI em expansão. Fonte pública: https://www.rockwellautomation.com/
S.9,sintese,Inventario,Qual valor geram para o negócio?,e19,Rockwell FactoryTalk + AI,Discrete automation / MES,Enterprise,Global,avançada,—,0,—,—,Fonte: https://www.rockwellautomation.com/,Rockwell FactoryTalk + AI: item de inventário organizacional — preenchimento depende do cliente. Contexto do produto: automação/MES Rockwell com camada AI em expansão. Fonte pública: https://www.rockwellautomation.com/
1.1,1,Expectativa,Conectores pré-construídos para aplicações e sistemas corporativos,e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Conectores pré-construídos para aplicações e sistemas corporativos», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, Proficy/Manufacturing Data Fabric; historiadores e contexto de planta. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
1.2,1,Expectativa,"Integração com sistemas de registro (ERP, CRM, MES, CMMS, data platforms)",e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Integração com sistemas de registro (ERP, CRM, MES, CMMS, data platforms)». No pilar, Proficy/Manufacturing Data Fabric; historiadores e contexto de planta. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
1.3,1,Expectativa,"Pipelines robustos de ingestão, tratamento e normalização",e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Tem,1,Feito,Comprar,,"Cobertura Tem porque há evidência/posicionamento público de capacidade alinhada a «Pipelines robustos de ingestão, tratamento e normalização». No pilar, Proficy/Manufacturing Data Fabric; historiadores e contexto de planta. Roadmap «Feito» e decisão «Comprar» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
1.4,1,Expectativa,Controle de acesso baseado em funções para pessoas e agentes,e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Controle de acesso baseado em funções para pessoas e agentes», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, Proficy/Manufacturing Data Fabric; historiadores e contexto de planta. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
1.5,1,Expectativa,Cache de memória e reutilização de contexto entre interações,e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Cache de memória e reutilização de contexto entre interações», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, Proficy/Manufacturing Data Fabric; historiadores e contexto de planta. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
1.A1,1,Avançado,Knowledge graph e mecanismo de contexto corporativo,e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Knowledge graph e mecanismo de contexto corporativo» (gap típico do posicionamento atual). No pilar, Proficy/Manufacturing Data Fabric; historiadores e contexto de planta. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
1.A2,1,Avançado,Taxonomias e ontologias por indústria/domínio,e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Taxonomias e ontologias por indústria/domínio» (gap típico do posicionamento atual). No pilar, Proficy/Manufacturing Data Fabric; historiadores e contexto de planta. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
1.A3,1,Avançado,"Melhoria automática de qualidade, consistência e enriquecimento",e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Melhoria automática de qualidade, consistência e enriquecimento» (gap típico do posicionamento atual). No pilar, Proficy/Manufacturing Data Fabric; historiadores e contexto de planta. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
1.A4,1,Avançado,Memória persistente e compartilhamento de contexto entre agentes,e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Memória persistente e compartilhamento de contexto entre agentes» (gap típico do posicionamento atual). No pilar, Proficy/Manufacturing Data Fabric; historiadores e contexto de planta. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
1.A5,1,Avançado,Enriquecimento dos agentes com conhecimento corporativo e domínio,e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Não tem,0,Backlog,Adiar,,"Cobertura Não tem: não há evidência clara de suporte nativo a «Enriquecimento dos agentes com conhecimento corporativo e domínio» (gap típico do posicionamento atual). No pilar, Proficy/Manufacturing Data Fabric; historiadores e contexto de planta. Roadmap «Backlog» e decisão «Adiar» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
2.1,2,Expectativa,Agent Studio com interface em linguagem natural,e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Agent Studio com interface em linguagem natural», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, AI/analytics GE Vernova; orquestração agentic genérica parcial. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
2.2,2,Expectativa,Suporte low-code e code-first,e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Suporte low-code e code-first», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, AI/analytics GE Vernova; orquestração agentic genérica parcial. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
2.3,2,Expectativa,Modelos reutilizáveis de agentes e fluxos de trabalho,e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Modelos reutilizáveis de agentes e fluxos de trabalho», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, AI/analytics GE Vernova; orquestração agentic genérica parcial. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
2.4,2,Expectativa,Engenharia de prompts e configuração de instruções de sistema,e20,GE Vernova Proficy,Manufacturing ops / HMI-MES,Enterprise,Global,avançada,Parcial,0.5,Em curso,Híbrido,,"Cobertura Parcial: há peças úteis para «Engenharia de prompts e configuração de instruções de sistema», mas falta profundidade nativa, madureza agentic ou exige integração/customização. No pilar, AI/analytics GE Vernova; orquestração agentic genérica parcial. Roadmap «Em curso» e decisão «Híbrido» refletem se a lacuna deve ser comprada, construída ou hibridizada com GE Vernova Proficy. Avaliação heurística com base em materiais públicos — validar em POC."
